startT,endT,startT_sec,endT_sec,duration,interval,interface,reason,route
2016 Mar 22 14:00:23,2016 Mar 22 14:04:00,1458655223.0,1458655440.0,217.0,0.0,2/2,link down,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 14:04:01,2016 Mar 22 14:08:03,1458655441.0,1458655683.0,242.0,1.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 14:08:03,2016 Mar 22 14:21:16,1458655683.0,1458656476.0,793.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 14:36:08,2016 Mar 22 14:36:52,1458657368.0,1458657412.0,44.0,892.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 14:38:02,2016 Mar 22 14:40:54,1458657482.0,1458657654.0,172.0,70.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 14:55:26,2016 Mar 22 15:02:27,1458658526.0,1458658947.0,421.0,872.0,2/2,link down,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 15:02:27,2016 Mar 22 15:05:42,1458658947.0,1458659142.0,195.0,0.0,2/2,link down,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 15:05:42,2016 Mar 22 15:08:46,1458659142.0,1458659326.0,184.0,0.0,2/2,link down,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 15:08:46,2016 Mar 22 15:12:37,1458659326.0,1458659557.0,231.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 15:12:37,2016 Mar 22 15:12:39,1458659557.0,1458659559.0,2.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 15:12:41,2016 Mar 22 15:12:44,1458659561.0,1458659564.0,3.0,2.0,2/2,link down,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 15:31:07,2016 Mar 22 15:31:58,1458660667.0,1458660718.0,51.0,1103.0,2/2,link down,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 15:31:58,2016 Mar 22 15:49:52,1458660718.0,1458661792.0,1074.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 15:49:52,2016 Mar 22 15:51:49,1458661792.0,1458661909.0,117.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 15:51:49,2016 Mar 22 15:58:58,1458661909.0,1458662338.0,429.0,0.0,2/2,link down,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 15:58:58,2016 Mar 22 16:24:18,1458662338.0,1458663858.0,1520.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 16:24:18,2016 Mar 22 16:30:14,1458663858.0,1458664214.0,356.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 16:30:14,2016 Mar 22 16:46:46,1458664214.0,1458665206.0,992.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 16:46:47,2016 Mar 22 16:47:48,1458665207.0,1458665268.0,61.0,1.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 16:47:48,2016 Mar 22 18:06:41,1458665268.0,1458670001.0,4733.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 18:06:41,2016 Mar 22 18:08:59,1458670001.0,1458670139.0,138.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 18:08:59,2016 Mar 22 18:19:04,1458670139.0,1458670744.0,605.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 18:19:04,2016 Mar 22 18:38:02,1458670744.0,1458671882.0,1138.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
