startT,endT,startT_sec,endT_sec,duration,interval,interface,    reason,route,netlogtime,nettimediff,netinput,netoutput
2016-05-25 11:04:37,2016 May 25 11:04:38,1464174277.0,1464174278.0,1.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-25 11:02:07,150.0,0.0,0.0
2016-05-25 11:04:38,2016 May 25 11:04:38,1464174278.0,1464174278.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-25 11:02:07,151.0,0.0,0.0
2016-05-25 11:04:39,2016 May 25 11:04:39,1464174279.0,1464174279.0,0.0,1.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-25 11:02:07,152.0,0.0,0.0
2016-05-25 11:04:39,2016 May 25 11:04:39,1464174279.0,1464174279.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-25 11:02:07,152.0,0.0,0.0
2016-05-26 16:16:49,2016 May 26 16:16:50,1464279409.0,1464279410.0,1.0,105130.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-26 16:12:54,235.0,273.698,77.4492
2016-05-30 02:43:21,2016 May 30 02:43:22,1464576201.0,1464576202.0,1.0,296791.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 02:40:33,168.0,30.8249,19.7074
2016-05-30 02:45:03,2016 May 30 02:45:03,1464576303.0,1464576303.0,0.0,101.0,1/2,local fault,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 02:44:54,9.0,28.7309,8.73322
2016-05-30 02:45:18,2016 May 30 02:45:18,1464576318.0,1464576318.0,0.0,15.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 02:44:54,24.0,28.7309,8.73322
2016-05-30 02:45:31,2016 May 30 02:45:32,1464576331.0,1464576332.0,1.0,13.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 02:44:54,37.0,28.7309,8.73322
2016-05-30 13:51:06,2016 May 30 13:51:06,1464616266.0,1464616266.0,0.0,39934.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 13:49:31,95.0,15.4435,27.2432
2016-05-30 16:53:50,2016 May 30 16:53:51,1464627230.0,1464627231.0,1.0,10964.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 16:53:43,7.0,139.253,38.8058
2016-05-30 16:53:51,2016 May 30 16:53:55,1464627231.0,1464627235.0,4.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 16:53:43,8.0,139.253,38.8058
2016-05-30 16:53:55,2016 May 30 16:53:55,1464627235.0,1464627235.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 16:53:43,12.0,139.253,38.8058
2016-05-30 16:53:55,2016 May 30 16:53:56,1464627235.0,1464627236.0,1.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 16:53:43,12.0,139.253,38.8058
2016-05-30 16:53:56,2016 May 30 16:53:56,1464627236.0,1464627236.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 16:53:43,13.0,139.253,38.8058
2016-05-30 16:53:56,2016 May 30 16:53:56,1464627236.0,1464627236.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 16:53:43,13.0,139.253,38.8058
2016-05-30 16:53:56,2016 May 30 16:53:57,1464627236.0,1464627237.0,1.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 16:53:43,13.0,139.253,38.8058
2016-05-30 16:53:57,2016 May 30 16:53:57,1464627237.0,1464627237.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 16:53:43,14.0,139.253,38.8058
2016-05-30 16:53:57,2016 May 30 16:53:57,1464627237.0,1464627237.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 16:53:43,14.0,139.253,38.8058
2016-05-30 16:53:58,2016 May 30 16:53:58,1464627238.0,1464627238.0,0.0,1.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 16:53:43,15.0,139.253,38.8058
2016-05-30 16:53:58,2016 May 30 16:53:58,1464627238.0,1464627238.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 16:53:43,15.0,139.253,38.8058
2016-05-30 16:53:58,2016 May 30 16:54:01,1464627238.0,1464627241.0,3.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 16:53:43,15.0,139.253,38.8058
2016-05-30 16:54:01,2016 May 30 16:54:01,1464627241.0,1464627241.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 16:53:43,18.0,139.253,38.8058
2016-05-30 16:54:02,2016 May 30 16:54:02,1464627242.0,1464627242.0,0.0,1.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 16:53:43,19.0,139.253,38.8058
2016-05-30 16:54:02,2016 May 30 16:54:03,1464627242.0,1464627243.0,1.0,0.0,1/2,local fault,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 16:53:43,19.0,139.253,38.8058
2016-05-30 16:54:03,2016 May 30 16:54:03,1464627243.0,1464627243.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 16:53:43,20.0,139.253,38.8058
2016-05-30 16:54:03,2016 May 30 16:54:03,1464627243.0,1464627243.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 16:53:43,20.0,139.253,38.8058
2016-05-30 16:54:27,2016 May 30 21:47:25,1464627267.0,1464644845.0,17578.0,24.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 16:53:43,44.0,139.253,38.8058
2016-05-30 22:04:53,2016 May 30 22:04:55,1464645893.0,1464645895.0,2.0,1048.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 22:01:19,214.0,0.000180425,0.000180425
2016-05-30 23:57:25,2016 May 30 23:57:25,1464652645.0,1464652645.0,0.0,6750.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-30 23:53:40,225.0,159.368,21.8286
2016-06-01 00:04:57,2016 Jun  1 00:13:09,1464739497.0,1464739989.0,492.0,86852.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-5-31 23:56:11,526.0,34.0374,58.9785
2016-06-01 00:13:19,2016 Jun  1 00:13:45,1464739999.0,1464740025.0,26.0,10.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 00:10:35,164.0,0.0,0.0
2016-06-01 00:13:48,2016 Jun  1 00:13:48,1464740028.0,1464740028.0,0.0,3.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 00:10:35,193.0,0.0,0.0
2016-06-01 00:13:50,2016 Jun  1 00:14:37,1464740030.0,1464740077.0,47.0,2.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 00:10:35,195.0,0.0,0.0
2016-06-01 00:14:37,2016 Jun  1 00:14:38,1464740077.0,1464740078.0,1.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 00:14:36,1.0,54.4902,0.000201771
2016-06-01 00:14:39,2016 Jun  1 00:14:39,1464740079.0,1464740079.0,0.0,1.0,1/2,local fault,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 00:14:36,3.0,54.4902,0.000201771
2016-06-01 00:16:21,2016 Jun  1 00:17:18,1464740181.0,1464740238.0,57.0,102.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 00:14:36,105.0,54.4902,0.000201771
2016-06-01 00:18:04,2016 Jun  1 00:20:31,1464740284.0,1464740431.0,147.0,46.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 00:14:36,208.0,54.4902,0.000201771
2016-06-01 00:20:32,2016 Jun  1 00:20:32,1464740432.0,1464740432.0,0.0,1.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 00:14:36,356.0,54.4902,0.000201771
2016-06-01 07:53:47,2016 Jun  1 08:01:53,1464767627.0,1464768113.0,486.0,27195.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 07:50:34,193.0,0.000179779,0.000179779
2016-06-01 08:01:54,2016 Jun  1 08:01:54,1464768114.0,1464768114.0,0.0,1.0,1/2,local fault,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 07:58:47,187.0,0.0,0.0
2016-06-01 08:02:06,2016 Jun  1 08:03:29,1464768126.0,1464768209.0,83.0,12.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 07:58:47,199.0,0.0,0.0
2016-06-01 08:03:30,2016 Jun  1 08:03:30,1464768210.0,1464768210.0,0.0,1.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:03:04,26.0,1.22417e-05,1.22417e-05
2016-06-01 08:03:31,2016 Jun  1 08:03:31,1464768211.0,1464768211.0,0.0,1.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:03:04,27.0,1.22417e-05,1.22417e-05
2016-06-01 08:04:05,2016 Jun  1 08:16:03,1464768245.0,1464768963.0,718.0,34.0,1/2,local fault,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:03:04,61.0,1.22417e-05,1.22417e-05
2016-06-01 08:16:03,2016 Jun  1 08:16:03,1464768963.0,1464768963.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:15:33,30.0,0.0,0.0
2016-06-01 08:16:03,2016 Jun  1 08:16:03,1464768963.0,1464768963.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:15:33,30.0,0.0,0.0
2016-06-01 08:17:02,2016 Jun  1 08:17:25,1464769022.0,1464769045.0,23.0,59.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:15:33,89.0,0.0,0.0
2016-06-01 08:17:25,2016 Jun  1 08:17:25,1464769045.0,1464769045.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:15:33,112.0,0.0,0.0
2016-06-01 08:17:26,2016 Jun  1 08:17:26,1464769046.0,1464769046.0,0.0,1.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:15:33,113.0,0.0,0.0
2016-06-01 08:18:10,2016 Jun  1 08:19:49,1464769090.0,1464769189.0,99.0,44.0,1/2,local fault,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:15:33,157.0,0.0,0.0
2016-06-01 08:19:49,2016 Jun  1 08:19:49,1464769189.0,1464769189.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:19:36,13.0,7.75658e-05,7.75658e-05
2016-06-01 08:19:49,2016 Jun  1 08:19:50,1464769189.0,1464769190.0,1.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:19:36,13.0,7.75658e-05,7.75658e-05
2016-06-01 08:19:51,2016 Jun  1 08:19:51,1464769191.0,1464769191.0,0.0,1.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:19:36,15.0,7.75658e-05,7.75658e-05
2016-06-01 08:20:17,2016 Jun  1 08:20:51,1464769217.0,1464769251.0,34.0,26.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:19:36,41.0,7.75658e-05,7.75658e-05
2016-06-01 08:20:51,2016 Jun  1 08:20:51,1464769251.0,1464769251.0,0.0,0.0,1/2,local fault,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:19:36,75.0,7.75658e-05,7.75658e-05
2016-06-01 08:20:52,2016 Jun  1 08:20:52,1464769252.0,1464769252.0,0.0,1.0,1/2,local fault,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:19:36,76.0,7.75658e-05,7.75658e-05
2016-06-01 08:21:20,2016 Jun  1 08:23:32,1464769280.0,1464769412.0,132.0,28.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:19:36,104.0,7.75658e-05,7.75658e-05
2016-06-01 08:23:32,2016 Jun  1 08:23:32,1464769412.0,1464769412.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:19:36,236.0,7.75658e-05,7.75658e-05
2016-06-01 08:23:33,2016 Jun  1 08:23:33,1464769413.0,1464769413.0,0.0,1.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:19:36,237.0,7.75658e-05,7.75658e-05
2016-06-01 08:23:55,2016 Jun  1 08:24:20,1464769435.0,1464769460.0,25.0,22.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:23:48,7.0,5.35411e-05,5.35411e-05
2016-06-01 08:49:53,2016 Jun  1 08:50:42,1464770993.0,1464771042.0,49.0,1533.0,1/2,local fault,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:48:47,66.0,0.000180075,0.000180075
2016-06-01 08:50:42,2016 Jun  1 08:50:42,1464771042.0,1464771042.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:48:47,115.0,0.000180075,0.000180075
2016-06-01 08:50:43,2016 Jun  1 08:50:43,1464771043.0,1464771043.0,0.0,1.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:48:47,116.0,0.000180075,0.000180075
2016-06-01 08:52:32,2016 Jun  1 08:55:51,1464771152.0,1464771351.0,199.0,109.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:48:47,225.0,0.000180075,0.000180075
2016-06-01 08:55:51,2016 Jun  1 08:55:51,1464771351.0,1464771351.0,0.0,0.0,1/2,local fault,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:53:20,151.0,9.27561,10.9778
2016-06-01 08:55:52,2016 Jun  1 08:55:52,1464771352.0,1464771352.0,0.0,1.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:53:20,152.0,9.27561,10.9778
2016-06-01 08:55:52,2016 Jun  1 08:55:52,1464771352.0,1464771352.0,0.0,0.0,1/2,local fault,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:53:20,152.0,9.27561,10.9778
2016-06-01 08:55:53,2016 Jun  1 08:55:53,1464771353.0,1464771353.0,0.0,1.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:53:20,153.0,9.27561,10.9778
2016-06-01 08:55:53,2016 Jun  1 08:55:53,1464771353.0,1464771353.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:53:20,153.0,9.27561,10.9778
2016-06-01 08:55:54,2016 Jun  1 08:55:54,1464771354.0,1464771354.0,0.0,1.0,1/2,local fault,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 08:53:20,154.0,9.27561,10.9778
2016-06-01 09:11:24,2016 Jun  1 09:11:24,1464772284.0,1464772284.0,0.0,930.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 09:10:30,54.0,160.797,34.7777
2016-06-01 16:54:29,2016 Jun  1 16:57:47,1464800069.0,1464800267.0,198.0,27785.0,1/2,disabled,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-01 16:53:39,50.0,44.4973,39.8902
2016-06-02 12:17:29,2016 Jun  2 13:23:12,1464869849.0,1464873792.0,3943.0,69582.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-02 12:16:23,66.0,21.0205,39.3124
2016-06-02 13:23:14,2016 Jun  2 13:23:17,1464873794.0,1464873797.0,3.0,2.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-02 13:20:35,159.0,0.0,0.0
2016-06-02 13:27:25,2016 Jun  2 13:27:27,1464874045.0,1464874047.0,2.0,248.0,1/2,lacp block,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-02 13:24:40,165.0,1.64823,9.90639
2016-06-02 13:38:34,2016 Jun  2 13:38:53,1464874714.0,1464874733.0,19.0,667.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-02 13:34:16,258.0,14.846,21.943
2016-06-02 13:42:59,2016 Jun  2 13:43:25,1464874979.0,1464875005.0,26.0,246.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-02 13:39:03,236.0,28.7471,16.6121
2016-06-02 14:34:55,2016 Jun  2 14:34:55,1464878095.0,1464878095.0,0.0,3090.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-02 14:34:36,19.0,41.2144,39.6658
2016-06-02 22:09:10,2016 Jun  2 22:09:10,1464905350.0,1464905350.0,0.0,27255.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-02 22:08:57,13.0,67.375,64.9191
2016-06-02 22:55:05,2016 Jun  2 22:55:06,1464908105.0,1464908106.0,1.0,2755.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-02 22:54:34,31.0,37.7841,57.8689
2016-06-08 09:16:41,2016 Jun  8 09:16:41,1465377401.0,1465377401.0,0.0,469295.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-08 09:13:34,187.0,136.606,49.3628
2016-06-08 09:16:41,2016 Jun  8 09:16:42,1465377401.0,1465377402.0,1.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-08 09:13:34,187.0,136.606,49.3628
2016-06-08 09:45:05,2016 Jun  8 09:45:07,1465379105.0,1465379107.0,2.0,1703.0,1/2,lacp block,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-08 09:41:24,221.0,167.848,71.2666
2016-06-08 09:46:02,2016 Jun  8 09:46:17,1465379162.0,1465379177.0,15.0,55.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-08 09:41:24,278.0,167.848,71.2666
2016-06-08 09:50:18,2016 Jun  8 09:51:14,1465379418.0,1465379474.0,56.0,241.0,1/2,lacp block,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-08 09:46:16,242.0,110.748,73.6129
2016-06-08 09:53:20,2016 Jun  8 09:56:44,1465379600.0,1465379804.0,204.0,126.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-08 09:51:47,93.0,217.04,580.129
2016-06-08 09:58:20,2016 Jun  8 09:58:22,1465379900.0,1465379902.0,2.0,96.0,1/2,lacp block,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-08 09:57:21,59.0,121.913,141.32
2016-06-08 10:28:42,2016 Jun  8 10:28:42,1465381722.0,1465381722.0,0.0,1820.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-08 10:24:41,241.0,109.688,366.008
2016-06-08 12:00:58,2016 Jun  8 12:00:59,1465387258.0,1465387259.0,1.0,5536.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-08 11:56:57,241.0,209.728,174.107
2016-06-08 14:38:28,2016 Jun  8 14:38:29,1465396708.0,1465396709.0,1.0,9449.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-08 14:36:04,144.0,102.519,130.382
2016-06-08 14:39:27,2016 Jun  8 14:39:32,1465396767.0,1465396772.0,5.0,58.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-08 14:36:04,203.0,102.519,130.382
2016-06-08 14:39:32,2016 Jun  8 14:39:32,1465396772.0,1465396772.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-08 14:36:04,208.0,102.519,130.382
2016-06-08 14:39:32,2016 Jun  8 14:39:33,1465396772.0,1465396773.0,1.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-08 14:36:04,208.0,102.519,130.382
2016-06-08 14:39:33,2016 Jun  8 14:39:34,1465396773.0,1465396774.0,1.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-08 14:36:04,209.0,102.519,130.382
2016-06-08 14:39:34,2016 Jun  8 14:39:35,1465396774.0,1465396775.0,1.0,0.0,1/2,local fault,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-08 14:36:04,210.0,102.519,130.382
2016-06-08 14:39:35,2016 Jun  8 14:39:35,1465396775.0,1465396775.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-08 14:36:04,211.0,102.519,130.382
2016-06-08 14:39:35,2016 Jun  8 14:39:36,1465396775.0,1465396776.0,1.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-08 14:36:04,211.0,102.519,130.382
2016-06-09 01:37:13,2016 Jun  9 01:37:14,1465436233.0,1465436234.0,1.0,39457.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-09 01:34:44,149.0,222.351,368.935
2016-06-09 19:48:11,2016 Jun  9 19:48:12,1465501691.0,1465501692.0,1.0,65457.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-09 19:43:46,265.0,435.653,36.6518
2016-06-09 19:48:28,2016 Jun  9 19:48:28,1465501708.0,1465501708.0,0.0,16.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-09 19:43:46,282.0,435.653,36.6518
2016-06-09 19:48:32,2016 Jun  9 19:48:33,1465501712.0,1465501713.0,1.0,4.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-09 19:48:29,3.0,404.906,253.796
2016-06-09 19:48:36,2016 Jun  9 19:48:37,1465501716.0,1465501717.0,1.0,3.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-09 19:48:29,7.0,404.906,253.796
2016-06-09 19:50:45,2016 Jun  9 19:50:45,1465501845.0,1465501845.0,0.0,128.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-09 19:48:29,136.0,404.906,253.796
2016-06-09 19:50:45,2016 Jun  9 19:50:47,1465501845.0,1465501847.0,2.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-09 19:48:29,136.0,404.906,253.796
2016-06-09 19:51:41,2016 Jun  9 20:18:40,1465501901.0,1465503520.0,1619.0,54.0,1/2,local fault,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-09 19:48:29,192.0,404.906,253.796
2016-06-09 20:18:42,2016 Jun  9 20:18:43,1465503522.0,1465503523.0,1.0,2.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-09 20:17:10,92.0,0.0,0.0
2016-06-09 20:18:48,2016 Jun  9 20:18:50,1465503528.0,1465503530.0,2.0,5.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-09 20:17:10,98.0,0.0,0.0
2016-06-09 20:22:27,2016 Jun  9 20:22:29,1465503747.0,1465503749.0,2.0,217.0,1/2,local fault,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-09 20:21:52,35.0,80.0144,301.78
2016-06-09 20:23:38,2016 Jun  9 20:23:39,1465503818.0,1465503819.0,1.0,69.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-09 20:21:52,106.0,80.0144,301.78
2016-06-11 13:12:28,2016 Jun 11 13:12:37,1465650748.0,1465650757.0,9.0,146929.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-11 13:08:49,219.0,78.5464,207.84
2016-06-11 13:12:38,2016 Jun 11 13:12:39,1465650758.0,1465650759.0,1.0,1.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-11 13:08:49,229.0,78.5464,207.84
2016-06-11 13:12:39,2016 Jun 11 13:12:39,1465650759.0,1465650759.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-11 13:08:49,230.0,78.5464,207.84
2016-06-11 13:12:39,2016 Jun 11 13:12:40,1465650759.0,1465650760.0,1.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-11 13:08:49,230.0,78.5464,207.84
2016-06-11 13:12:40,2016 Jun 11 13:12:40,1465650760.0,1465650760.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-11 13:08:49,231.0,78.5464,207.84
2016-06-11 13:12:41,2016 Jun 11 13:12:41,1465650761.0,1465650761.0,0.0,1.0,1/2,local fault,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-11 13:08:49,232.0,78.5464,207.84
2016-06-11 13:12:41,2016 Jun 11 13:12:41,1465650761.0,1465650761.0,0.0,0.0,1/2,local fault,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-11 13:08:49,232.0,78.5464,207.84
2016-06-11 13:12:42,2016 Jun 11 13:12:42,1465650762.0,1465650762.0,0.0,1.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-11 13:08:49,233.0,78.5464,207.84
2016-06-11 13:12:42,2016 Jun 11 13:12:43,1465650762.0,1465650763.0,1.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-11 13:08:49,233.0,78.5464,207.84
2016-06-11 13:12:43,2016 Jun 11 13:12:43,1465650763.0,1465650763.0,0.0,0.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-11 13:08:49,234.0,78.5464,207.84
2016-06-11 13:13:30,2016 Jun 11 13:13:31,1465650810.0,1465650811.0,1.0,47.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-11 13:08:49,281.0,78.5464,207.84
2016-06-11 13:13:37,2016 Jun 11 13:13:37,1465650817.0,1465650817.0,0.0,6.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-11 13:08:49,288.0,78.5464,207.84
2016-06-11 13:14:08,2016 Jun 11 13:14:08,1465650848.0,1465650848.0,0.0,31.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-11 13:13:40,28.0,90.468,138.316
2016-06-11 13:14:20,2016 Jun 11 13:14:20,1465650860.0,1465650860.0,0.0,12.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-11 13:13:40,40.0,90.468,138.316
2016-06-11 13:14:29,2016 Jun 11 13:14:29,1465650869.0,1465650869.0,0.0,9.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-11 13:13:40,49.0,90.468,138.316
2016-06-11 13:14:44,2016 Jun 11 13:14:45,1465650884.0,1465650885.0,1.0,15.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-11 13:13:40,64.0,90.468,138.316
2016-06-11 13:14:50,2016 Jun 11 13:14:52,1465650890.0,1465650892.0,2.0,5.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-11 13:13:40,70.0,90.468,138.316
2016-06-11 13:15:08,2016 Jun 11 13:15:09,1465650908.0,1465650909.0,1.0,16.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-11 13:13:40,88.0,90.468,138.316
2016-06-11 13:15:10,2016 Jun 11 13:15:10,1465650910.0,1465650910.0,0.0,1.0,1/2,link down,SouthRoute_CHI_TPE_ChiMLXe4,2016-6-11 13:13:40,90.0,90.468,138.316
