startT,endT,startT_sec,endT_sec,duration,interval,interface,reason,route
2016 Aug  2 18:45:25,2016 Aug  2 18:45:25,1470163525.0,1470163525.0,0.0,0.0,2/2,link down,SouthRoute_TPE_CHI_TpeMLXe8
2016 Aug  2 23:01:59,2016 Aug  2 23:02:00,1470178919.0,1470178920.0,1.0,15394.0,2/2,link down,SouthRoute_TPE_CHI_TpeMLXe8
2016 Aug  2 23:17:03,2016 Aug  2 23:17:03,1470179823.0,1470179823.0,0.0,903.0,2/2,link down,SouthRoute_TPE_CHI_TpeMLXe8
2016 Aug  3 04:27:57,2016 Aug  3 04:27:58,1470198477.0,1470198478.0,1.0,18654.0,2/2,link down,SouthRoute_TPE_CHI_TpeMLXe8
2016 Aug  3 07:16:46,2016 Aug  3 07:16:46,1470208606.0,1470208606.0,0.0,10128.0,2/2,link down,SouthRoute_TPE_CHI_TpeMLXe8
2016 Aug  3 07:29:42,2016 Aug  3 07:29:42,1470209382.0,1470209382.0,0.0,776.0,2/2,link down,SouthRoute_TPE_CHI_TpeMLXe8
